id,title,authors,categories,image_filename,genre
290,Translation and Temporality in Benoît de Sainte-Maure's Roman de Troie,Maud Burnett McInerney,Literary Collections,romance/0290.jpg,romance
291,Handbook of Medieval Studies,Albrecht Classen,Literary Criticism,romance/0291.jpg,romance
292,Handbook of the American Novel of the Nineteenth Century,Christine Gerhardt,Literary Criticism,romance/0292.jpg,romance
293,Don Quixote as Children's Literature,Velma Bourgeois Richmond,Literary Criticism,romance/0293.jpg,romance
294,Poets and Scribes in Late Medieval England,"Michael Johnston, Kathryn Kerby-Fulton, Derek Pearsall",Literary Criticism,romance/0294.jpg,romance
295,James Fenimore Cooper,W. M. Verhoeven,Literary Criticism,romance/0295.jpg,romance
296,"Diachronic, Typological, and Areal Aspects of Converbs","Paola Cotticelli-Kurras, Eystein Dahl, Jelena Živojinović",Language Arts & Disciplines,romance/0296.jpg,romance
297,Theorizing Feminism,"Anne C. Herrmann, Abigail J. Stewart",Social Science,romance/0297.jpg,romance
298,Possible Knowledge,Debapriya Sarkar,Literary Criticism,romance/0298.jpg,romance
299,Romance Writing,Lynne Pearce,Language Arts & Disciplines,romance/0299.jpg,romance
300,"Robert Louis Stevenson, Science, and the Fin de Siècle",J. Reid,Literary Criticism,romance/0300.jpg,romance
301,Steve Jobs,Walter Isaacson,Biography & Autobiography,biography/0301.jpg,biography
302,Bill Gates,Michael B. Becraft,Biography & Autobiography,biography/0302.jpg,biography
303,The Biography Book,Daniel S. Burt,Literary Criticism,biography/0303.jpg,biography
304,Tolstoy,A. N. Wilson,Biography & Autobiography,biography/0304.jpg,biography
305,"Indira Gandhi, a Biography",Pupul Jayakar,Biography & Autobiography,biography/0305.jpg,biography
306,Walt Disney,Neal Gabler,Biography & Autobiography,biography/0306.jpg,biography
307,Barack Obama,Joann F. Price,,biography/0307.jpg,biography
308,Who Was Christopher Columbus? Biography for Kids 6-8 | Children's Biography Books,Baby Professor,Juvenile Fiction,biography/0308.jpg,biography
309,Stephen Hawking,Kristine Larsen,Biography & Autobiography,biography/0309.jpg,biography
310,Notes of a Dream,Krishna Trilok,Biography & Autobiography,biography/0310.jpg,biography
311,Who Was Michael Faraday? Biography Books Best Sellers | Children's Biography Books,"Baby, Baby Professor",Juvenile Nonfiction,biography/0311.jpg,biography
312,Wings of Fire,"Avul Pakir Jainulabdeen Abdul Kalam, Arun Tiwari",Biography & Autobiography,biography/0312.jpg,biography
313,The Snowball,Alice Schroeder,Business & Economics,biography/0313.jpg,biography
314,VIVE KANANDA A Biography,SWAMI NIKHILANANDA,,biography/0314.jpg,biography
315,Anne Frank,Anne Frank,Biography & Autobiography,biography/0315.jpg,biography
316,Savarkar,Vikram Sampath,Biography & Autobiography,biography/0316.jpg,biography
317,Max Weber,Marianne Weber,Music,biography/0317.jpg,biography
318,Maggie Smith,Michael Coveney,Biography & Autobiography,biography/0318.jpg,biography
319,Rajinikanth,Naman Ramachandran,Performing Arts,biography/0319.jpg,biography
320,Subhas Chandra Bose - A Biography,Ileen Bear,Biography & Autobiography,biography/0320.jpg,biography
321,Indira Gandhi,Pupul Jayakar,Biography & Autobiography,biography/0321.jpg,biography
322,Enid Blyton: The Biography,Barbara Stoney,Biography & Autobiography,biography/0322.jpg,biography
323,Einstein,Walter Isaacson,Biography & Autobiography,biography/0323.jpg,biography
324,Little Girl Lost,"Drew Barrymore, Todd Gold",Motion picture actors and actresses,biography/0324.jpg,biography
325,A Biography of Loneliness,Fay Bound Alberti,History,biography/0325.jpg,biography
326,Dharmendra,Rajiv Vijayakar,Fiction,biography/0326.jpg,biography
327,The Palgrave Handbook of Auto/Biography,"Julie M. Parsons, Anne Chappell",Social Science,biography/0327.jpg,biography
328,A Biography of the Pixel,Alvy Ray Smith,Computers,biography/0328.jpg,biography
329,Arthur C. Clarke,Neil McAleer,Biography & Autobiography,biography/0329.jpg,biography
330,Stories I Only Tell My Friends,Rob Lowe,Biography & Autobiography,biography/0330.jpg,biography
331,Anna,Amy Odell,Biography & Autobiography,biography/0331.jpg,biography
332,Diabetes: The Biography,Robert Tattersall,Health & Fitness,biography/0332.jpg,biography
333,J.R.R. Tolkien: A Biography,Humphrey Carpenter,Biography & Autobiography,biography/0333.jpg,biography
334,Biography in Theory,"Wilhelm Hemecker, Edward Saunders",Literary Criticism,biography/0334.jpg,biography
335,Reading Biography,Carl Rollyson,Biography & Autobiography,biography/0335.jpg,biography
336,Oprah Winfrey,Helen S. Garson,Biography & Autobiography,biography/0336.jpg,biography
337,Biographies in the History of Physics,"Christian Forstner, Mark Walker",Science,biography/0337.jpg,biography
338,Biography and the Question of Literature in France,Ann Jefferson,Literary Criticism,biography/0338.jpg,biography
339,The Encyclopaedia Britannica,Hugh Chisholm,Encyclopedias and dictionaries,biography/0339.jpg,biography
340,Biography Exemplary and Instructive,William Chambers,Biography,biography/0340.jpg,biography
341,Oprah Winfrey,Helen S. Garson,Biography & Autobiography,biography/0341.jpg,biography
342,Biographies in the History of Physics,"Christian Forstner, Mark Walker",Science,biography/0342.jpg,biography
343,Biography and the Question of Literature in France,Ann Jefferson,Literary Criticism,biography/0343.jpg,biography
344,The Encyclopaedia Britannica,Hugh Chisholm,Encyclopedias and dictionaries,biography/0344.jpg,biography
345,Biography Exemplary and Instructive,William Chambers,Biography,biography/0345.jpg,biography
346,Abraham Lincoln,Godfrey Rathbone Benson Baron Charnwood,Fiction,biography/0346.jpg,biography
347,Samuel Beckett,Deirdre Bair,Biography & Autobiography,biography/0347.jpg,biography
348,Recognizing Biography,William H. Epstein,Literary Criticism,biography/0348.jpg,biography
349,The Art of Biography in Antiquity,Tomas Hägg,Biography & Autobiography,biography/0349.jpg,biography
350,Why I am an Atheist and Other Works,Bhagat Singh,History,biography/0350.jpg,biography
351,Leonardo Da Vinci,Walter Isaacson,Biography & Autobiography,biography/0351.jpg,biography
352,The Seductions of Biography,"David Suchoff, Mary Rhiel",Social Science,biography/0352.jpg,biography
353,Every Love Story Is a Ghost Story,D. T. Max,Biography & Autobiography,biography/0353.jpg,biography
354,Dictionary of National Biography,"Leslie Stephen, Sir Sidney Lee",Great Britain,biography/0354.jpg,biography
355,... Biography of American Statesmanship,George Elliott Howard,United States,biography/0355.jpg,biography
356,The Other Boleyn Girl (Movie Tie-In),Philippa Gregory,Fiction,biography/0356.jpg,biography
357,British Musical Biography,"James Duff Brown, Stephen Samuel Stratton",Music,biography/0357.jpg,biography
358,Sachin Tendulkar,Viabhav Purandare,,biography/0358.jpg,biography
359,A Companion to Literary Biography,Richard Bradford,Biography & Autobiography,biography/0359.jpg,biography
360,Shark Lady,Jess Keating,Ichthyologists,biography/0360.jpg,biography
361,Francis Bacon,"Mark Stevens, Annalyn Swan",Biography & Autobiography,biography/0361.jpg,biography
362,The Turn to Biographical Methods in Social Science,"Prue Chamberlayne, Joanna Bornat, Tom Wengraf",Reference,biography/0362.jpg,biography
363,Truthful Fictions: Conversations with American Biographical Novelists,Michael Lackey,Literary Criticism,biography/0363.jpg,biography
364,Biographical Misrepresentations of British Women Writers,Brenda Ayres,Literary Criticism,biography/0364.jpg,biography
365,Alexander Hamilton,Ron Chernow,,biography/0365.jpg,biography
366,My Journey,Avul Pakir Jainulabdeen Abdul Kalam,Biography & Autobiography,biography/0366.jpg,biography
367,Yves Saint Laurent,Laurence Benaïm,Design,biography/0367.jpg,biography
368,Who Is Michael Ovitz?,Michael Ovitz,Biography & Autobiography,biography/0368.jpg,biography
369,Subject Headings Used in the Dictionary Catalogues of the Library of Congress,"Library of Congress, Library of Congress. Subject Cataloging Division",Subject headings,biography/0369.jpg,biography
370,Madness and the Romantic Poet,James Whitehead,Literary Criticism,biography/0370.jpg,biography
371,The Book of Awesome Black Americans,Monique Jones,Young Adult Nonfiction,biography/0371.jpg,biography
372,What is a Gospel?,Charles H. Talbert,Biography & Autobiography,biography/0372.jpg,biography
373,"Gandhi: The Years That Changed the World, 1914-1948",Ramachandra Guha,Biography & Autobiography,biography/0373.jpg,biography
374,David Attenborough,Maria Isabel Sanchez Vegara,Juvenile Nonfiction,biography/0374.jpg,biography
375,"Biographical Dictionary of Chinese Women, Volume II","Lily Xiao Hong Lee, Sue Wiles",Social Science,biography/0375.jpg,biography
376,Autobiography of a Yogi,Paramahansa Yogananda,Religion,biography/0376.jpg,biography
377,The Lost Symbol,Dan Brown,Fiction,biography/0377.jpg,biography
378,Essays in Ecclesiastical Biography,Sir James Stephen,Christian biography,biography/0378.jpg,biography
379,The History Book,DK,History,history/0379.jpg,history
380,U.S. History,"P. Scott Corbett, Volker Janssen, John M. Lund, Todd Pfannestiel, Sylvie Waskiewicz, Paul Vickery",History,history/0380.jpg,history
381,What is History?,Edward Hallett Carr,History,history/0381.jpg,history
382,The Lessons of History,"Will Durant, Ariel Durant",History,history/0382.jpg,history
383,The History of the Book in South Asia,Francesca Orsini,Language Arts & Disciplines,history/0383.jpg,history
384,An Introduction to Book History,"David Finkelstein, Alistair McCleery",Social Science,history/0384.jpg,history
385,A Companion to the History of the Book,"Simon Eliot, Jonathan Rose",Literary Criticism,history/0385.jpg,history
386,The Cambridge Companion to the History of the Book,Leslie Howsam,Language Arts & Disciplines,history/0386.jpg,history
387,A History of UNESCO,Poul Duedahl,History,history/0387.jpg,history
388,History Is Rich,Shaun S. Nichols,Juvenile Nonfiction,history/0388.jpg,history
389,The Television History Book,"Michele Hilmes, Jason Jacobs",Performing Arts,history/0389.jpg,history
390,History of Ancient and Early Medieval India from the Stone Age to the 12th Century,Mr. Rohit Manglik,History,history/0390.jpg,history
391,"Understanding History Book 2 (Reform, Expansion,Trade and Industry)","John Child, Paul Shuter",History,history/0391.jpg,history
392,Books That Changed History,DK,Reference,history/0392.jpg,history
393,The Calling of History,Dipesh Chakrabarty,Biography & Autobiography,history/0393.jpg,history
394,The History Book (Miles Kelly).,"MAKE BELIEVE IDEAS LTD. MAKE BELIEVE IDEAS LTD, Simon Adams, Philip Steele, Stewart Ross, Richard Platt",World history,history/0394.jpg,history
395,Glimpses of World History,Jawaharlal Nehru,Civilization,history/0395.jpg,history
396,End of History and the Last Man,Francis Fukuyama,History,history/0396.jpg,history
397,History of India,Dr Malti Malik,History,history/0397.jpg,history
398,International Law and the Politics of History,Anne Orford,History,history/0398.jpg,history
399,Culture and International History,"Jessica C. E. Gienow-Hecht, Frank Schumacher",History,history/0399.jpg,history
400,What is the History of the Book?,James Raven,History,history/0400.jpg,history
401,A History of Books,Gerald Murnane,Fiction,history/0401.jpg,history
402,History in the Digital Age,Toni Weller,Computers,history/0402.jpg,history
403,Ebony,,,history/0403.jpg,history
404,The 100 Most Influential Books Ever Written,Martin Seymour-Smith,Literary Criticism,history/0404.jpg,history
405,The Hindu History,Akshoy Kumar Mazumdar,Hinduism,history/0405.jpg,history
406,The Book of Amazing History,Publications International Ltd,Games & Activities,history/0406.jpg,history
407,The Encyclopaedia Britannica,Hugh Chisholm,Encyclopedias and dictionaries,history/0407.jpg,history
408,Book Review Digest,,Books,history/0408.jpg,history
409,A People's History of the United States,Howard Zinn,History,history/0409.jpg,history
410,A Radical History of the World,Neil Faulkner,History,history/0410.jpg,history
411,Ebony,,,history/0411.jpg,history
412,History in the Making,"Catherine Locks, Sarah K. Mergel, Pamela Thomas Roseman, Tamara Spike",History,history/0412.jpg,history
413,Bagful of History,Subhadra Sen Gupta,,history/0413.jpg,history
414,The Nostradamus Enigma: History's Most Famous Seer,Anonymous,Architecture,history/0414.jpg,history
415,British Historical Fiction before Scott,A. Stevens,Fiction,history/0415.jpg,history
416,Art and the Historical Film,Gillian McIver,Performing Arts,history/0416.jpg,history
417,The Postcolonial Historical Novel,H. Dalley,Literary Criticism,history/0417.jpg,history
418,Ebony,,,history/0418.jpg,history
419,Bengal in Global Concept History,Andrew Sartori,Business & Economics,history/0419.jpg,history
420,Human Capital in History,"Leah Platt Boustan, Carola Frydman, Robert A. Margo",Business & Economics,history/0420.jpg,history
421,Bharat,रामचंद्र गुहा,Literary Collections,history/0421.jpg,history
422,A Local History of Global Capital,Tariq Omar Ali,History,history/0422.jpg,history
423,The Climate of History in a Planetary Age,Dipesh Chakrabarty,History,history/0423.jpg,history
424,History in the Making,"Catherine Locks, Sarah K. Mergel, Pamela Thomas Roseman, Tamara Spike",History,history/0424.jpg,history
425,The Ethos of History,"Stefan Helgesson, Jayne Svenungsson",History,history/0425.jpg,history
426,Bagful of History,Subhadra Sen Gupta,,history/0426.jpg,history
427,The Nostradamus Enigma: History's Most Famous Seer,Anonymous,Architecture,history/0427.jpg,history
428,Public and Private Welfare in Modern Europe,"Fabio Giomi, Célia Keren, Morgane Labbé",Charities,history/0428.jpg,history
429,Mulcaster's Elementarie,Richard Mulcaster,Education,history/0429.jpg,history
430,India's Ancient Past,Ram Sharan Sharma,History,history/0430.jpg,history
431,Recording History,Christopher Silver,History,history/0431.jpg,history
432,Routledge Handbook of Historical International Relations,"Benjamin de Carvalho, Julia Costa Lopez, Halvard Leira",Political Science,history/0432.jpg,history
433,Historical Linguistics and Biblical Hebrew,"Robert Rezetko, Ian Young",Religion,history/0433.jpg,history
434,Historical Discourse,Caroline Coffin,Language Arts & Disciplines,history/0434.jpg,history
435,The English Historical Review,,,history/0435.jpg,history
436,British Historical Fiction before Scott,A. Stevens,Fiction,history/0436.jpg,history
437,Art and the Historical Film,Gillian McIver,Performing Arts,history/0437.jpg,history
438,The Postcolonial Historical Novel,H. Dalley,Literary Criticism,history/0438.jpg,history
439,Historical Dictionary of Indonesia,Audrey Kahin,History,history/0439.jpg,history
440,History,Adam Hart-Davis,History,history/0440.jpg,history
441,The Social Studies Curriculum,E. Wayne Ross,Education,history/0441.jpg,history
442,Eyewitness to History,John Carey,History,history/0442.jpg,history
443,History by HBO,Rebecca Weeks,Performing Arts,history/0443.jpg,history
444,The R̥igvedic People,Braj Basi Lal,Hindu antiquities,history/0444.jpg,history
445,Our Moon Has Blood Clots,Rahul Pandita,Ethnic conflict,history/0445.jpg,history
446,The Incredible History of India's Geography,Sanjeev Sanyal,History,history/0446.jpg,history
447,St James's Palace,"Rufus Bird, Simon Thurley, Michael Turner",History,history/0447.jpg,history
448,Understanding History,"John Child, David Taylor, Tim Hodge",History,history/0448.jpg,history
449,Rowdy,Christopher Madsen,Biography & Autobiography,history/0449.jpg,history
450,Comprehending Antisemitism through the Ages: A Historical Perspective,"Armin Lange, Kerstin Mayerhofer, Dina Porat, Lawrence H. Schiffman",History,history/0450.jpg,history
451,Herbert E. Bolton and the Historiography of the Americas,Russell Magnaghi,History,history/0451.jpg,history
452,"The Circle of Knowledge: A Classified, Simplified, Visualized Book of Answers",Various,Fiction,history/0452.jpg,history
453,War and Conflict Quotations,"Michael C. Thomsett, Jean Freestone Thomsett",History,history/0453.jpg,history
454,A Law of Peoples for Recognizing States,Chris Naticchia,Philosophy,history/0454.jpg,history
455,The Seven Dials Mystery,Agatha Christie,Fiction,mystery/0455.jpg,mystery
456,A Madras Mystery,Rangarajan,Fiction,mystery/0456.jpg,mystery
457,The Mystery of the Missing Cake,Claudia Boldt,Animals,mystery/0457.jpg,mystery
458,M for Mystery,"Girja Rani Asthana, Manorama Jafa, Nilima Sinha, Ira Saxena, Surekha Panandiker, Girja Rani Asthana, Manorama Jafa, Nilima Sinha, Ira Saxena Deepa Agarwal",,mystery/0458.jpg,mystery
459,The Mona Lisa Mystery,Pat Hutchins,Juvenile Fiction,mystery/0459.jpg,mystery
460,The Solitaire Mystery,Jostein Gaarder,Fiction,mystery/0460.jpg,mystery
461,The Mystery Readers' Advisory,"John Charles, Joanna Morrison, Candace Clark",Language Arts & Disciplines,mystery/0461.jpg,mystery
462,The Hidden Hindu 2,Akshat Gupta,Fiction,mystery/0462.jpg,mystery
463,First Class Murder,Robin Stevens,Juvenile Fiction,mystery/0463.jpg,mystery
464,Crime & Mystery,Henry Reymond Fitzwalter Keating,Fiction,mystery/0464.jpg,mystery
465,DIY MFA,Gabriela Pereira,Language Arts & Disciplines,mystery/0465.jpg,mystery
466,One Arranged Murder,Chetan Bhagat,Fiction,mystery/0466.jpg,mystery
467,Next Door (A Chloe Fine Psychological Suspense Mystery—Book 1),Blake Pierce,Fiction,mystery/0467.jpg,mystery
468,Akbar & Birbal,Prafull Achari,Fiction,mystery/0468.jpg,mystery
469,The Listerdale Mystery,Agatha Christie,Fiction,mystery/0469.jpg,mystery
470,Mystery of the Mind,Swami Muktananda,Health & Fitness,mystery/0470.jpg,mystery
471,That Night,NIDHI. UPADHYAY,,mystery/0471.jpg,mystery
472,Murdrum,Dr Sohil Makwana,,mystery/0472.jpg,mystery
473,The Girl in the Glass Case,Devashish Sardana,Fiction,mystery/0473.jpg,mystery
474,MURDRUM 2 : DOUBLE TROUBLE,DR. Sohil Makwana,Young Adult Fiction,mystery/0474.jpg,mystery
475,The Mysterious Island,Jules Verne,Fiction,mystery/0475.jpg,mystery
476,In the Mystery's Shadow,Susan H. Swetnam,Religion,mystery/0476.jpg,mystery
477,Murder Under Her Skin,Stephen Spotswood,Fiction,mystery/0477.jpg,mystery
478,Murder on the Orient Express: The Graphic Novel (Poirot),Agatha Christie,Fiction,mystery/0478.jpg,mystery
479,The Pickup Artist,Mystery,Psychology,mystery/0479.jpg,mystery
480,The Measure,Nikki Erlick,Fiction,mystery/0480.jpg,mystery
481,The Saving Mysteries of Jesus Christ,"Edgardo Colón-Emeric, Mark Gorman",Religion,mystery/0481.jpg,mystery
482,The Spiritual Origins of Eastern Europe and the Future Mysteries of the Holy Grail,Sergei O. Prokofieff,Religion,mystery/0482.jpg,mystery
483,3 and a Half Murders: An Inspector Saralkar Mystery,Salil Desai,Fiction,mystery/0483.jpg,mystery
484,Library of Congress Subject Headings,Library of Congress,"Subject headings, Library of Congress",mystery/0484.jpg,mystery
485,The Silent Patient,Alex Michaelides,Fiction,mystery/0485.jpg,mystery
486,Theory of Prose,Виктор Шкловский,Language Arts & Disciplines,mystery/0486.jpg,mystery
487,Initiation into the Mysteries of the Ancient World,Jan N. Bremmer,History,mystery/0487.jpg,mystery
488,The Guggenheim Mystery,Robin Stevens,Juvenile Fiction,mystery/0488.jpg,mystery
489,Bookshop Mysteries,"John Harvey, Ian Rankin, Joyce Carol Oates, Peter Lovesey, Laura Lippman",Fiction,mystery/0489.jpg,mystery
490,The Mysterious Story of God,Dinesh Sastry,Religion,mystery/0490.jpg,mystery
491,"The Mercantile navy list. 1848 [4 issues], 49 [2 issues], 50-53,57-61,64-71,80,81,92-1939",Trade Board of,,mystery/0491.jpg,mystery
492,The Girl Who Lived,Christopher Greyson,Fiction,mystery/0492.jpg,mystery
493,The Midnight Library: A GMA Book Club Pick,Matt Haig,Fiction,mystery/0493.jpg,mystery
494,Buried Magic,TJ Green,Fiction,mystery/0494.jpg,mystery
495,Crime Hits Home,S.J. Rozan,Fiction,mystery/0495.jpg,mystery
496,Bookshop Mysteries,"John Harvey, Ian Rankin, Joyce Carol Oates, Peter Lovesey, Laura Lippman",Fiction,mystery/0496.jpg,mystery
497,The Mysterious Story of God,Dinesh Sastry,Religion,mystery/0497.jpg,mystery
498,"The Mercantile navy list. 1848 [4 issues], 49 [2 issues], 50-53,57-61,64-71,80,81,92-1939",Trade Board of,,mystery/0498.jpg,mystery
499,The Girl Who Lived,Christopher Greyson,Fiction,mystery/0499.jpg,mystery
500,The Midnight Library: A GMA Book Club Pick,Matt Haig,Fiction,mystery/0500.jpg,mystery
501,"The Ministry of the Word, Vol. 23, No. 08",Various Authors,Religion,mystery/0501.jpg,mystery
502,A Book to Kill For,Harper Lin,Fiction,mystery/0502.jpg,mystery
503,The Snowflake,"Kenneth Libbrecht, Patricia Rasmussen",Snowflakes,mystery/0503.jpg,mystery
504,Confessions about Colton,Olivia Harvard,Young Adult Fiction,mystery/0504.jpg,mystery
505,The Kidnapped King,Ron Roy,,mystery/0505.jpg,mystery
506,The Catechism of the Council of Trent,Various,Religion,mystery/0506.jpg,mystery
507,Death’s Door,Paul Finch,Fiction,mystery/0507.jpg,mystery
508,The Secret History of Marvel Comics,"Blake Bell, Michael J. Vassallo",Literary Criticism,mystery/0508.jpg,mystery
509,"Collected Works (12+ illustrated edition) of Karl Marx: Capital, The Communist Manifesto,Critique of Hegel’s Philosophy of Right",Karl Marx,Fiction,mystery/0509.jpg,mystery
510,Let Her Go (A Fiona Red FBI Suspense Thriller—Book 1),Blake Pierce,Fiction,mystery/0510.jpg,mystery
511,Catastrophe in the Library,Ceecee James,,mystery/0511.jpg,mystery
512,Colossians,David J. Landegent,Religion,mystery/0512.jpg,mystery
513,Hardy Boys 01: The Tower Treasure,Franklin W. Dixon,Juvenile Fiction,mystery/0513.jpg,mystery
514,Hardy Boys 19: The Disappearing Floor,Franklin W. Dixon,Juvenile Fiction,mystery/0514.jpg,mystery
515,Nancy Drew 12: The Message in the Hollow Oak,Carolyn Keene,Juvenile Fiction,mystery/0515.jpg,mystery
516,Her Last Mistake (A Rachel Gift FBI Suspense Thriller—Book 7),Blake Pierce,Fiction,mystery/0516.jpg,mystery
517,An Introduction to Christian Theology,"Richard J. Plantinga, Thomas R. Thompson, Matthew D. Lundberg",Religion,mystery/0517.jpg,mystery
518,Blown Away,Franklin W. Dixon,Juvenile Fiction,mystery/0518.jpg,mystery
519,Midwife for Souls,Kathy Kalina,Family & Relationships,mystery/0519.jpg,mystery
520,"Girl, Escaped (An Ella Dark FBI Suspense Thriller—Book 10)",Blake Pierce,Fiction,mystery/0520.jpg,mystery
521,Trinitarian Doxology,Kevin J. Navarro,Religion,mystery/0521.jpg,mystery
522,Trends in Functional Programming,"Jurriaan Hage, Jay McCarthy",Computers,mystery/0522.jpg,mystery
523,"Truths versus Shadows, or the Real and the False",F. R. Waring,Psychology,mystery/0523.jpg,mystery
524,Scene of the Grind,Tonya Kappes,Coffeehouses,mystery/0524.jpg,mystery
525,The Truth Is,H. W. L. Poonja,Religion,mystery/0525.jpg,mystery
526,Elusive,Sara Rosett,Fiction,mystery/0526.jpg,mystery
527,A Paige King FBI Suspense Thriller Bundle: The Girl He Wished (#4) and The Girl He Crowned (#5),Blake Pierce,Fiction,mystery/0527.jpg,mystery
528,One Last Regret (The Governess: Book 7),Blake Pierce,Fiction,mystery/0528.jpg,mystery
529,Course-Based Undergraduate Research,Nancy H. Hensel,Education,mystery/0529.jpg,mystery
530,Her Last Mercy (A Rachel Gift FBI Suspense Thriller—Book 16),Blake Pierce,Fiction,mystery/0530.jpg,mystery
531,Science Fiction and Fantasy Literature,"R. Reginald, Douglas Menville, Mary A. Burgess",Reference,mystery/0531.jpg,mystery
532,The Grand Babylon Hotel,Arnold Bennett,Fiction,mystery/0532.jpg,mystery
533,Sermons and Discourses on Several Important Subjects in Divinity,Thomas Boston,,mystery/0533.jpg,mystery
534,The Fellowship of the Ring,John Ronald Reuel Tolkien,,fantasy/0534.jpg,fantasy
535,Legacy of Ash,Matthew Ward,Fiction,fantasy/0535.jpg,fantasy
536,Interface Fantasy,Andre Nusselder,Philosophy,fantasy/0536.jpg,fantasy
537,Fantasy Football and Mathematics,Dan Flockhart,Education,fantasy/0537.jpg,fantasy
538,Fantasy,Richard Mathews,Literary Criticism,fantasy/0538.jpg,fantasy
539,"The Stone Knife (The Songs of the Drowned, Book 1)",Anna Stephens,Fiction,fantasy/0539.jpg,fantasy
540,Fantasy Football Tips,Sam Hendricks,Games & Activities,fantasy/0540.jpg,fantasy
541,The Fantasy Sport Industry,"Andrew Billings, Brody Ruihley",Sports & Recreation,fantasy/0541.jpg,fantasy
542,Fantasy Premier League,Toby Margetts,Sports & Recreation,fantasy/0542.jpg,fantasy
543,The Black Coast,Mike Brooks,Fiction,fantasy/0543.jpg,fantasy
544,Ignite Me (Shatter Me),Tahereh Mafi,Juvenile Fiction,fantasy/0544.jpg,fantasy
545,Fantasy Literature,Mark A. Fabrizi,Education,fantasy/0545.jpg,fantasy
546,A Court of Thorns and Roses,Sarah J. Maas,Fiction,fantasy/0546.jpg,fantasy
547,The Secret of the Nagas,Amish Tripathi,Fiction,fantasy/0547.jpg,fantasy
548,Rhetorics of Fantasy,Farah Mendlesohn,Language Arts & Disciplines,fantasy/0548.jpg,fantasy
549,Race and Popular Fantasy Literature,Helen Young,Literary Criticism,fantasy/0549.jpg,fantasy
550,The Ultimate Encyclopedia of Fantasy,"David Pringle, Tim Dedpulos",Literary Criticism,fantasy/0550.jpg,fantasy
551,Final Fantasy Tactics Series,,,fantasy/0551.jpg,fantasy
552,"Intelligence, Creativity and Fantasy","Mário Ming Kong, Maria do Rosário Monteiro, Maria João Pereira Neto",Social Science,fantasy/0552.jpg,fantasy
553,Final Fantasy Ultimania Archive Volume 2,Square Enix,Games & Activities,fantasy/0553.jpg,fantasy
554,Translation and Fantasy Literature in Taiwan,Y. Chung,Language Arts & Disciplines,fantasy/0554.jpg,fantasy
555,The Year's Best Fantasy,Paula Guran,Fiction,fantasy/0555.jpg,fantasy
556,Fantasy Football's Big Six,Robert Zarzycki,Games & Activities,fantasy/0556.jpg,fantasy
557,Imagination from Fantasy to Delusion,Lois Oppenheim,Psychology,fantasy/0557.jpg,fantasy
558,The Year's Best Dark Fantasy & Horror,Paula Guran,Fiction,fantasy/0558.jpg,fantasy
559,The Cambridge Companion to Fantasy Literature,"Edward James, Farah Mendlesohn",Literary Criticism,fantasy/0559.jpg,fantasy
560,The Fantasy Literature of England,Colin Manlove,Fiction,fantasy/0560.jpg,fantasy
561,Historical Dictionary of Fantasy Literature,Allen Stroud,Literary Criticism,fantasy/0561.jpg,fantasy
562,The Evolution of Modern Fantasy,Jamie Williamson,Literary Criticism,fantasy/0562.jpg,fantasy
563,Focus On: 100 Most Popular 2010s Fantasy Films,Wikipedia contributors,,fantasy/0563.jpg,fantasy
564,Yoshitaka Amano: The Illustrated Biography-Beyond the Fantasy,"Florent Gorges, Luc Petronille",Comics & Graphic Novels,fantasy/0564.jpg,fantasy
565,2017 Fantasy Football Consistency Guide,Bob Lung,,fantasy/0565.jpg,fantasy
566,Yoshitaka Amano: The Illustrated Biography Beyond the Fantasy Limited Edition,"Florent Gorges, Luc Petronille",Comics & Graphic Novels,fantasy/0566.jpg,fantasy
567,The Hour of Magic (Geronimo Stilton and the Kingdom of Fantasy #8),Geronimo Stilton,Juvenile Fiction,fantasy/0567.jpg,fantasy
568,Gender and Sexuality in Contemporary Popular Fantasy,"Jude Roberts, Esther MacCallum-Stewart",Social Science,fantasy/0568.jpg,fantasy
569,Peppa Pig: ¡Compartir es genial! (Learning to Share),Meredith Rusu,Juvenile Fiction,fantasy/0569.jpg,fantasy
570,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout Vol. 4,"Yu Tsurusaki, Shin Ikezawa",Comics & Graphic Novels,fantasy/0570.jpg,fantasy
571,Children of Virtue and Vengeance,Tomi Adeyemi,Young Adult Fiction,fantasy/0571.jpg,fantasy
572,Fantasy/Animation,"Christopher Holliday, Alexander Sergeant",Performing Arts,fantasy/0572.jpg,fantasy
573,Tales of Fantasy,Tudor Jenks,Children's stories,fantasy/0573.jpg,fantasy
574,A Midnight Fantasy,Thomas Bailey Aldrich,Hamlet (Legendary character),fantasy/0574.jpg,fantasy
575,Tales of Fantasy and Fact,Brander Matthews,"Fantasy fiction, American",fantasy/0575.jpg,fantasy
576,Gideon the Ninth,Tamsyn Muir,Fiction,fantasy/0576.jpg,fantasy
577,Ganesha's Global Startup,Prachi Garg,Business & Economics,fantasy/0577.jpg,fantasy
578,An Historic Fantasy of Venice,Grace Llewellyn Jones,Venice (Italy),fantasy/0578.jpg,fantasy
579,Luwan of Brida,Sarang Mahajan,Indic fiction (English),fantasy/0579.jpg,fantasy
580,A Little Hatred,Joe Abercrombie,Fiction,fantasy/0580.jpg,fantasy
581,On Writing and Worldbuilding,Timothy Hickson,Fiction,fantasy/0581.jpg,fantasy
